state,school,major,majorstem,majorstem2,months,jobapply,joboffer2,intern2haveacceptedtheofferfromi,internofferhaveyouacceptedanoffe,jobaccept_salary,topindustry,industry_top_versus_intern,jobaccept_ind,internaccept,education_ind,healthcare_ind,food_ind,computerelectronics_ind,othermanufacturing_ind,retailtrade_ind,finance_ind,accounting_ind,engineering_ind,mangconsult_ind,otherprofservices_ind,recreation_ind,othersupportserv_ind,govt_ind,resource1,resource2,resource3,resource4,resource5,resource6,resource7,resource8,resource9,resource10,resource11,resource12,resource13,resource14,resource15,intern,interntype,interntype2,internduty1,internduty2,internduty3,internduty4,internduty5,internduty6,interndissatisfaction1,interndissatisfaction2,interndissatisfaction3,interndissatisfaction4,interndissatisfaction5,careercentervisit,careercentervisit2,careercenterservice1,careercenterservice2,careercenterservice3,careercenterservice4,careercenterservice5,careercenterservice6,careercenterservice7,careercenterservice8,careercenterservice9,gender,age,gpa,race,parents,jobaccept_count,mthresource1,mthresource2,mthresource3,mthresource4,mthresource5,mthresource6,mthresource7,mthresource8,mthresource9,mthresource10,mthresource11,mthresource12,mthresource13,mthresource14,mthresource15,nu_mthresource1,nu_mthresource2,nu_mthresource3,nu_mthresource4,nu_mthresource5,nu_mthresource6,nu_mthresource7,nu_mthresource8,nu_mthresource9,nu_mthresource10,nu_mthresource11,nu_mthresource12,nu_mthresource13,nu_mthresource14,nu_mthresource15,joboffer,offer,sex,internship,cgpa,firstgen,Age,duration,ethnicity,schoolid,n_sch,broadcategory,_merge,maj1,intensity,informal,informal_intense,fair,fair_intense,empsite,empsite_intense,socntwk,socntwk_intense,media,media_intense,ucs,ucs_intense,cart,major_stem,major_stem2,type_internship,type_internship2,percent_internduty1,percent_internduty2,percent_internduty3,percent_internduty4,percent_internduty5,percent_internduty6,nu_interndissatisfaction1,nu_interndissatisfaction2,nu_interndissatisfaction3,nu_interndissatisfaction4,nu_interndissatisfaction5,visit_careercenter,visit2_careercenter,nu_careercenterservice1,cs_careercenterservice1,nu_careercenterservice2,cs_careercenterservice2,nu_careercenterservice3,cs_careercenterservice3,nu_careercenterservice4,cs_careercenterservice4,nu_careercenterservice5,cs_careercenterservice5,nu_careercenterservice6,cs_careercenterservice6,stem_major
West Virginia,West Virginia University,"Communication, Journalism, and Related Programs",NA,non-STEM,4,Yes,Yes,Yes,No,NA,Other Support Services,Same,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not at all useful,Extremely useful,Did not use,Did not use,Extremely useful,Extremely useful,Extremely useful,Did not use,Did not use,Did not use,Extremely useful,Extremely useful,Extremely useful,Did not use,Did not use,"Yes, internship","Paid: Private, for-profit company",Paid,0,50,0,50,0,0,NA,NA,NA,NA,NA,Once / semester,Yes,Did not use,Very helpful,Somewhat helpful,Very helpful,Did not use,Did not use,Somewhat helpful,Did not use,Did not use,Male,20 to 24,3.25 - 3.49,International,No,3092,Not at all useful,Extremely useful,Did not use,Did not use,Extremely useful,Extremely useful,Extremely useful,Did not use,Did not use,Did not use,Extremely useful,Extremely useful,Extremely useful,Did not use,Did not use,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,Yes,1,Male,"Yes, internship",3.25 - 3.49,No,20 to 24,4,International,West Virginia University,96,"Communication, Journalism and Related Programs",matched (3),"Communication, Journalism, and Related Programs",8,1,3,1,1,1,1,1,1,1,2,0,0,"Communication, Journalism and Related Programs",,non-STEM,"Paid: Private, for-profit company",Paid,0,50,0,50,0,0,0,0,0,0,0,Once / semester,Yes,Did not use,0,Very helpful,1,Somewhat helpful,1,Very helpful,1,Did not use,0,Did not use,0,non-STEM
Texas,Texas Christian University,"Communication, Journalism, and Related Programs",NA,non-STEM,4,Yes,No,Yes,No,NA,Education,Different,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very useful,Very useful,Did not use,Did not use,Did not use,Did not use,Very useful,Did not use,Did not use,Very useful,Did not use,Did not use,Did not use,Very useful,Did not use,"Yes, internship",Unpaid: Non-profit organization,Unpaid,20,60,5,5,0,10,NA,NA,NA,NA,NA,Once / year,Yes,Did not use,Very helpful,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Female,20 to 24,3.0 - 3.24,African-American,Yes,3092,Very useful,Very useful,Did not use,Did not use,Did not use,Did not use,Very useful,Did not use,Did not use,Very useful,Did not use,Did not use,Did not use,Very useful,Did not use,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,No,0,Female,"Yes, internship",3.0 - 3.24,Yes,20 to 24,4,African-American,Texas Christian University,145,"Communication, Journalism and Related Programs",matched (3),"Communication, Journalism, and Related Programs",5,1,1,1,1,1,1,1,1,0,0,1,1,"Communication, Journalism and Related Programs",,non-STEM,Unpaid: Non-profit organization,Unpaid,20,60,5,5,0,10,0,0,0,0,0,Once / year,Yes,Did not use,0,Very helpful,1,Did not use,0,Did not use,0,Did not use,0,Did not use,0,non-STEM
Illinois,DePaul University,"Communication, Journalism, and Related Programs",NA,non-STEM,6,Yes,No,Yes,No,NA,Social Services,Different,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,Somewhat useful,Extremely useful,Did not use,Did not use,Did not use,Did not use,Extremely useful,Did not use,Did not use,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Did not use,"Yes, internship","Paid: Private, for-profit company",Paid,30,40,20,10,0,0,NA,1,1,1,1,Never,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,20 to 24,3.75 - 3.99,White,Yes,3092,Somewhat useful,Extremely useful,Did not use,Did not use,Did not use,Did not use,Extremely useful,Did not use,Did not use,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Did not use,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,No,0,Female,"Yes, internship",3.75 - 3.99,Yes,20 to 24,6,White,DePaul University,16,"Communication, Journalism and Related Programs",matched (3),"Communication, Journalism, and Related Programs",8,1,4,1,1,1,1,1,1,0,0,1,1,"Communication, Journalism and Related Programs",,non-STEM,"Paid: Private, for-profit company",Paid,30,40,20,10,0,0,0,1,1,1,1,Never,No,,,,,,,,,,,,,non-STEM
Florida,Florida Atlantic University,"Communication, Journalism, and Related Programs",NA,non-STEM,1,Yes,Yes,Yes,No,NA,Other Support Services,Same,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Extremely useful,Extremely useful,Extremely useful,NA,Very useful,Very useful,Extremely useful,Extremely useful,Did not use,Extremely useful,Extremely useful,Very useful,Very useful,Somewhat useful,Not at all useful,"Yes, internship",Paid: State or local government,Paid,25,25,15,5,25,5,NA,NA,NA,NA,NA,4+ / semester,Yes,Did not use,Very helpful,Did not use,Very helpful,Very helpful,Did not use,Did not use,Very helpful,Very helpful,Female,20 to 24,3.75 - 3.99,White,Yes,3092,Extremely useful,Extremely useful,Extremely useful,,Very useful,Very useful,Extremely useful,Extremely useful,Did not use,Extremely useful,Extremely useful,Very useful,Very useful,Somewhat useful,Not at all useful,1,1,1,,1,1,1,1,0,1,1,1,1,1,1,Yes,1,Female,"Yes, internship",3.75 - 3.99,Yes,20 to 24,1,White,Florida Atlantic University,78,"Communication, Journalism and Related Programs",matched (3),"Communication, Journalism, and Related Programs",13,1,5,1,1,1,1,1,1,1,3,1,1,"Communication, Journalism and Related Programs",,non-STEM,Paid: State or local government,Paid,25,25,15,5,25,5,0,0,0,0,0,4+ / semester,Yes,Did not use,0,Very helpful,1,Did not use,0,Very helpful,1,Very helpful,1,Did not use,0,non-STEM
Texas,Texas Christian University,"Communication, Journalism, and Related Programs",NA,non-STEM,8,Yes,Yes,Yes,Yes,"$35,001-$40,000",Other Professional Services Consulting,Same,Other Professional Services Consulting,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,Very useful,Very useful,Very useful,Did not use,Did not use,Did not use,Very useful,Did not use,Did not use,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Very useful,"Yes, internship",Paid: Non-profit organization,Paid,0,25,25,25,25,0,NA,NA,NA,NA,NA,Once / semester,Yes,Did not use,Very helpful,Somewhat helpful,Very helpful,Very helpful,Did not use,Did not use,Did not use,Very helpful,Female,20 to 24,3.5 - 3.74,White,Yes,55,Very useful,Very useful,Very useful,Did not use,Did not use,Did not use,Very useful,Did not use,Did not use,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Very useful,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,Yes,1,Female,"Yes, internship",3.5 - 3.74,Yes,20 to 24,8,White,Texas Christian University,145,"Communication, Journalism and Related Programs",matched (3),"Communication, Journalism, and Related Programs",10,1,4,1,1,1,1,1,1,1,1,1,1,"Communication, Journalism and Related Programs",,non-STEM,Paid: Non-profit organization,Paid,0,25,25,25,25,0,0,0,0,0,0,Once / semester,Yes,Did not use,0,Very helpful,1,Somewhat helpful,1,Very helpful,1,Very helpful,1,Did not use,0,non-STEM
California,California State University-San Bernardino,"Communication, Journalism, and Related Programs",NA,non-STEM,6,Yes,No,Yes,No,NA,Management Consulting,Different,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,Very useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Not at all useful,Not at all useful,Somewhat useful,Not at all useful,"Yes, internship",Unpaid: State or local government,Unpaid,15,30,10,10,20,15,NA,NA,NA,NA,NA,4+ / semester,Yes,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Male,Over 30,2.75 - 2.99,African-American,No,3092,Very useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Not at all useful,Not at all useful,Somewhat useful,Not at all useful,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,No,0,Male,"Yes, internship",2.75 - 2.99,No,Over 30,6,African-American,California State University-San Bernardino,78,"Communication, Journalism and Related Programs",matched (3),"Communication, Journalism, and Related Programs",15,1,5,1,2,1,1,1,1,1,3,1,1,"Communication, Journalism and Related Programs",,non-STEM,Unpaid: State or local government,Unpaid,15,30,10,10,20,15,0,0,0,0,0,4+ / semester,Yes,Very helpful,1,Very helpful,1,Very helpful,1,Very helpful,1,Very helpful,1,Very helpful,1,non-STEM
Illinois,Bradley University,"Communication, Journalism, and Related Programs",NA,non-STEM,5,Yes,No,Yes,No,NA,Recreation & Hospitality (including arts and sports),Same,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not at all useful,Extremely useful,Not at all useful,Not at all useful,Not at all useful,Somewhat useful,Somewhat useful,Somewhat useful,Did not use,Not at all useful,Extremely useful,Extremely useful,Extremely useful,Very useful,Somewhat useful,"Yes, internship","Paid: Private, for-profit company",Paid,10,25,10,20,25,10,NA,NA,NA,NA,NA,Once / semester,Yes,Not at all helpful,Somewhat helpful,Not at all helpful,Not at all helpful,Not at all helpful,Did not use,Did not use,Did not use,Not at all helpful,Female,20 to 24,3.25 - 3.49,White,Yes,3092,Not at all useful,Extremely useful,Not at all useful,Not at all useful,Not at all useful,Somewhat useful,Somewhat useful,Somewhat useful,Did not use,Not at all useful,Extremely useful,Extremely useful,Extremely useful,Very useful,Somewhat useful,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,No,0,Female,"Yes, internship",3.25 - 3.49,Yes,20 to 24,5,White,Bradley University,64,"Communication, Journalism and Related Programs",matched (3),"Communication, Journalism, and Related Programs",14,1,5,1,1,1,1,1,1,1,3,1,1,"Communication, Journalism and Related Programs",,non-STEM,"Paid: Private, for-profit company",Paid,10,25,10,20,25,10,0,0,0,0,0,Once / semester,Yes,Not at all helpful,1,Somewhat helpful,1,Not at all helpful,1,Not at all helpful,1,Not at all helpful,1,Did not use,0,non-STEM
New York,Marist College,"Communication, Journalism, and Related Programs",NA,non-STEM,3,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not at all useful,Very useful,Not at all useful,Not at all useful,Not at all useful,Very useful,Very useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,"Yes, internship","Unpaid: Private, for-profit company",Unpaid,5,10,0,5,70,10,NA,NA,NA,NA,NA,2-3 / semester,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3092,Not at all useful,Very useful,Not at all useful,Not at all useful,Not at all useful,Very useful,Very useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,No,0,,"Yes, internship",,,,3,,Marist College,71,"Communication, Journalism and Related Programs",matched (3),"Communication, Journalism, and Related Programs",15,1,5,1,2,1,1,1,1,1,3,1,1,"Communication, Journalism and Related Programs",,non-STEM,"Unpaid: Private, for-profit company",Unpaid,5,10,0,5,70,10,0,0,0,0,0,2-3 / semester,Yes,,,,,,,,,,,,,non-STEM
Colorado,University of Colorado Boulder,"Communication, Journalism, and Related Programs",NA,non-STEM,7,Yes,Yes,Yes,No,"$20,000-$25,000",Recreation & Hospitality (including arts and sports),Different,Recreation & Hospitality (including arts and sports),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,Extremely useful,Very useful,Not at all useful,Not at all useful,Not at all useful,Somewhat useful,Extremely useful,Somewhat useful,Very useful,Very useful,Not at all useful,Not at all useful,Not at all useful,Very useful,Somewhat useful,"Yes, internship","Unpaid: Private, for-profit company",Unpaid,20,30,0,10,20,20,NA,NA,NA,NA,NA,Once / semester,Yes,Not very helpful,Somewhat helpful,Somewhat helpful,Not very helpful,Not very helpful,Not very helpful,Not very helpful,Somewhat helpful,Not very helpful,Female,20 to 24,3.0 - 3.24,White,Yes,35,Extremely useful,Very useful,Not at all useful,Not at all useful,Not at all useful,Somewhat useful,Extremely useful,Somewhat useful,Very useful,Very useful,Not at all useful,Not at all useful,Not at all useful,Very useful,Somewhat useful,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Yes,1,Female,"Yes, internship",3.0 - 3.24,Yes,20 to 24,7,White,University of Colorado Boulder,39,"Communication, Journalism and Related Programs",matched (3),"Communication, Journalism, and Related Programs",15,1,5,1,2,1,1,1,1,1,3,1,1,"Communication, Journalism and Related Programs",,non-STEM,"Unpaid: Private, for-profit company",Unpaid,20,30,0,10,20,20,0,0,0,0,0,Once / semester,Yes,Not very helpful,1,Somewhat helpful,1,Somewhat helpful,1,Not very helpful,1,Not very helpful,1,Not very helpful,1,non-STEM
Texas,Texas State University,"Communication, Journalism, and Related Programs",NA,non-STEM,6,Yes,No,Yes,No,NA,Retail Trade,Different,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,Not at all useful,Somewhat useful,Somewhat useful,Not at all useful,Not at all useful,Very useful,Somewhat useful,Somewhat useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,"Yes, internship","Paid: Private, for-profit company",Paid,0,80,10,0,10,0,NA,NA,1,NA,NA,Never,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,20 to 24,3.0 - 3.24,White,Yes,3092,Not at all useful,Somewhat useful,Somewhat useful,Not at all useful,Not at all useful,Very useful,Somewhat useful,Somewhat useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,No,0,Female,"Yes, internship",3.0 - 3.24,Yes,20 to 24,6,White,Texas State University,134,"Communication, Journalism and Related Programs",matched (3),"Communication, Journalism, and Related Programs",15,1,5,1,2,1,1,1,1,1,3,1,1,"Communication, Journalism and Related Programs",,non-STEM,"Paid: Private, for-profit company",Paid,0,80,10,0,10,0,0,0,1,0,0,Never,No,,,,,,,,,,,,,non-STEM
Arizona,Arizona State University-Downtown Phoenix,"Communication, Journalism, and Related Programs",NA,non-STEM,4,Yes,Yes,Yes,Yes,NA,Education,Same,NA,No,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,Somewhat useful,Very useful,Somewhat useful,Did not use,Did not use,Did not use,Extremely useful,Extremely useful,Very useful,Very useful,Did not use,Did not use,Did not use,Did not use,Did not use,"Yes, internship","Paid: Private, for-profit company",Paid,1,96,1,1,1,0,NA,NA,NA,NA,NA,Once / semester,Yes,Did not use,Did not use,Did not use,Somewhat helpful,Did not use,Did not use,Did not use,Did not use,Somewhat helpful,Female,20 to 24,3.25 - 3.49,White,Yes,3092,Somewhat useful,Very useful,Somewhat useful,Did not use,Did not use,Did not use,Extremely useful,Extremely useful,Very useful,Very useful,Did not use,Did not use,Did not use,Did not use,Did not use,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,Yes,1,Female,"Yes, internship",3.25 - 3.49,Yes,20 to 24,4,White,Arizona State University-Downtown Phoenix,10,"Communication, Journalism and Related Programs",matched (3),"Communication, Journalism, and Related Programs",7,1,1,1,2,1,1,1,1,0,0,1,1,"Communication, Journalism and Related Programs",,non-STEM,"Paid: Private, for-profit company",Paid,1,96,1,1,1,0,0,0,0,0,0,Once / semester,Yes,Did not use,0,Did not use,0,Did not use,0,Somewhat helpful,1,Did not use,0,Did not use,0,non-STEM
Delaware,University of Delaware,"Communication, Journalism, and Related Programs",NA,non-STEM,4,Yes,Yes,Yes,No,NA,"Finance, Insurance, & Real Estate",Same,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Somewhat useful,Very useful,Very useful,Very useful,Very useful,Somewhat useful,Very useful,Very useful,Very useful,Extremely useful,Very useful,Somewhat useful,Extremely useful,Very useful,Somewhat useful,"Yes, internship","Paid: Private, for-profit company",Paid,80,10,0,0,10,0,NA,NA,NA,NA,NA,2-3 / semester,Yes,Did not use,Somewhat helpful,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Female,20 to 24,3.25 - 3.49,White,Yes,3092,Somewhat useful,Very useful,Very useful,Very useful,Very useful,Somewhat useful,Very useful,Very useful,Very useful,Extremely useful,Very useful,Somewhat useful,Extremely useful,Very useful,Somewhat useful,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Yes,1,Female,"Yes, internship",3.25 - 3.49,Yes,20 to 24,4,White,University of Delaware,121,"Communication, Journalism and Related Programs",matched (3),"Communication, Journalism, and Related Programs",15,1,5,1,2,1,1,1,1,1,3,1,1,"Communication, Journalism and Related Programs",,non-STEM,"Paid: Private, for-profit company",Paid,80,10,0,0,10,0,0,0,0,0,0,2-3 / semester,Yes,Did not use,0,Somewhat helpful,1,Did not use,0,Did not use,0,Did not use,0,Did not use,0,non-STEM
Texas,Texas Christian University,"Communication, Journalism, and Related Programs",NA,non-STEM,5,Yes,No,Yes,No,NA,Transportation,Same,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,Somewhat useful,Extremely useful,Did not use,Did not use,Did not use,Did not use,Extremely useful,Did not use,Did not use,Not at all useful,Very useful,Somewhat useful,Very useful,Somewhat useful,Not at all useful,"Yes, internship","Paid: Private, for-profit company",Paid,0,60,5,5,30,0,NA,NA,NA,NA,NA,2-3 / semester,Yes,Not at all helpful,Not very helpful,Did not use,Not at all helpful,Did not use,Somewhat helpful,Somewhat helpful,Not at all helpful,Not at all helpful,Female,20 to 24,3.5 - 3.74,NA,Yes,3092,Somewhat useful,Extremely useful,Did not use,Did not use,Did not use,Did not use,Extremely useful,Did not use,Did not use,Not at all useful,Very useful,Somewhat useful,Very useful,Somewhat useful,Not at all useful,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,No,0,Female,"Yes, internship",3.5 - 3.74,Yes,20 to 24,5,,Texas Christian University,145,"Communication, Journalism and Related Programs",matched (3),"Communication, Journalism, and Related Programs",9,1,4,1,1,1,1,1,1,1,1,1,1,"Communication, Journalism and Related Programs",,non-STEM,"Paid: Private, for-profit company",Paid,0,60,5,5,30,0,0,0,0,0,0,2-3 / semester,Yes,Not at all helpful,1,Not very helpful,1,Did not use,0,Not at all helpful,1,Did not use,0,Somewhat helpful,1,non-STEM
Alabama,Auburn University,"Communication, Journalism, and Related Programs",NA,non-STEM,3,Yes,No,Yes,No,NA,Other Professional Services Consulting,Different,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,Somewhat useful,Extremely useful,Did not use,Did not use,Did not use,Did not use,Extremely useful,Did not use,Extremely useful,Extremely useful,Very useful,Extremely useful,Extremely useful,Somewhat useful,Did not use,"Yes, internship",Unpaid: State or local government,Unpaid,5,70,15,5,0,5,NA,NA,NA,NA,NA,4+ / semester,Yes,NA,Very helpful,Somewhat helpful,Somewhat helpful,Very helpful,Did not use,Very helpful,Not very helpful,Very helpful,Female,20 to 24,3.5 - 3.74,White,Yes,3092,Somewhat useful,Extremely useful,Did not use,Did not use,Did not use,Did not use,Extremely useful,Did not use,Extremely useful,Extremely useful,Very useful,Extremely useful,Extremely useful,Somewhat useful,Did not use,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,No,0,Female,"Yes, internship",3.5 - 3.74,Yes,20 to 24,3,White,Auburn University,28,"Communication, Journalism and Related Programs",matched (3),"Communication, Journalism, and Related Programs",9,1,4,1,2,1,1,1,1,0,0,1,1,"Communication, Journalism and Related Programs",,non-STEM,Unpaid: State or local government,Unpaid,5,70,15,5,0,5,0,0,0,0,0,4+ / semester,Yes,,,Very helpful,1,Somewhat helpful,1,Somewhat helpful,1,Very helpful,1,Did not use,0,non-STEM
California,California State University-San Bernardino,"Communication, Journalism, and Related Programs",NA,non-STEM,3,Yes,No,Yes,No,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Did not use,Extremely useful,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,"Yes, internship",Unpaid: Non-profit organization,Unpaid,0,40,50,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3092,Did not use,Extremely useful,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,,"Yes, internship",,,,3,,California State University-San Bernardino,78,"Communication, Journalism and Related Programs",matched (3),"Communication, Journalism, and Related Programs",1,0,0,0,0,1,1,0,0,0,0,0,0,"Communication, Journalism and Related Programs",,non-STEM,Unpaid: Non-profit organization,Unpaid,0,40,50,0,10,0,0,0,0,0,0,,,,,,,,,,,,,,,non-STEM
Colorado,University of Colorado Boulder,"Communication, Journalism, and Related Programs",NA,non-STEM,4,Yes,No,Yes,No,NA,"Finance, Insurance, & Real Estate",Same,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Very useful,Extremely useful,Extremely useful,Very useful,Very useful,Somewhat useful,Extremely useful,Not at all useful,Somewhat useful,Somewhat useful,Very useful,Very useful,Extremely useful,Extremely useful,Very useful,"Yes, internship","Unpaid: Private, for-profit company",Unpaid,20,40,20,20,0,0,NA,NA,NA,NA,NA,Once / semester,Yes,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Did not use,Somewhat helpful,Very helpful,Somewhat helpful,Male,20 to 24,2.75 - 2.99,White,Yes,3092,Very useful,Extremely useful,Extremely useful,Very useful,Very useful,Somewhat useful,Extremely useful,Not at all useful,Somewhat useful,Somewhat useful,Very useful,Very useful,Extremely useful,Extremely useful,Very useful,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,No,0,Male,"Yes, internship",2.75 - 2.99,Yes,20 to 24,4,White,University of Colorado Boulder,39,"Communication, Journalism and Related Programs",matched (3),"Communication, Journalism, and Related Programs",15,1,5,1,2,1,1,1,1,1,3,1,1,"Communication, Journalism and Related Programs",,non-STEM,"Unpaid: Private, for-profit company",Unpaid,20,40,20,20,0,0,0,0,0,0,0,Once / semester,Yes,Somewhat helpful,1,Somewhat helpful,1,Somewhat helpful,1,Somewhat helpful,1,Somewhat helpful,1,Did not use,0,non-STEM
Maryland,Mount St Mary's University,"Communication, Journalism, and Related Programs",NA,non-STEM,12,Yes,No,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0,,,,,,12,,Mount St Mary's University,37,"Communication, Journalism and Related Programs",matched (3),"Communication, Journalism, and Related Programs",,,,,,,,,,,,,,"Communication, Journalism and Related Programs",,non-STEM,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,non-STEM
